Gene,RRquadrant,Sample
5730522E02Rik,downdown,neuron_cluster_1
Itgam,downdown,neuron_cluster_1
Rmst,downdown,neuron_cluster_1
Rbfox1,downdown,neuron_cluster_1
Ctnna3,downdown,neuron_cluster_1
Ptprt,downdown,neuron_cluster_1
Caln1,downdown,neuron_cluster_1
Kank1,downdown,neuron_cluster_1
Cnksr2,downdown,neuron_cluster_1
Frmd4b,downdown,neuron_cluster_1
Macrod2os1,downdown,neuron_cluster_1
Gm33255,downdown,neuron_cluster_1
Dpyd,downdown,neuron_cluster_1
4930420G21Rik,downdown,neuron_cluster_1
Dnah12,downdown,neuron_cluster_1
1700028P14Rik,downdown,neuron_cluster_1
Gm1992,downdown,neuron_cluster_1
Selplg,downdown,neuron_cluster_1
Brinp3,downdown,neuron_cluster_1
Arhgef26,downdown,neuron_cluster_1
Gpr157,downdown,neuron_cluster_1
Grap,downdown,neuron_cluster_1
Arpp21,downdown,neuron_cluster_1
Ccdc33,downdown,neuron_cluster_1
B230217J21Rik,downdown,neuron_cluster_1
Zfp804a,downdown,neuron_cluster_1
Cp,downdown,neuron_cluster_1
Gria1,downdown,neuron_cluster_1
Gm48091,downdown,neuron_cluster_1
Grm1,downdown,neuron_cluster_1
Gm42658,downdown,neuron_cluster_1
Prox1,downdown,neuron_cluster_1
Kcnab1,downdown,neuron_cluster_1
Nkain2,downdown,neuron_cluster_1
Gm13905,downdown,neuron_cluster_1
Slc25a54,downdown,neuron_cluster_1
Dock2,downdown,neuron_cluster_1
Sgms1,downdown,neuron_cluster_1
Ptpn6,downdown,neuron_cluster_1
Gm10790,downdown,neuron_cluster_1
Abca9,downdown,neuron_cluster_1
Dock10,downdown,neuron_cluster_1
Gm4258,downdown,neuron_cluster_1
Gm12239,downdown,neuron_cluster_1
Sox2ot,downdown,neuron_cluster_1
Rassf3,downdown,neuron_cluster_1
Gm32036,downdown,neuron_cluster_1
Dnajc5b,downdown,neuron_cluster_1
4833427G06Rik,downdown,neuron_cluster_1
Gpcpd1,downdown,neuron_cluster_1
Pde8b,downdown,neuron_cluster_1
Tm4sf1,downdown,neuron_cluster_1
Tmtc2,downdown,neuron_cluster_1
A330015K06Rik,downdown,neuron_cluster_1
Srgap2,downdown,neuron_cluster_1
Prr16,downdown,neuron_cluster_1
Hs6st2,downdown,neuron_cluster_1
Ccdc153,downdown,neuron_cluster_1
Tshr,downdown,neuron_cluster_1
Gm12324,downdown,neuron_cluster_1
Itpr2,downdown,neuron_cluster_1
Gm34623,downdown,neuron_cluster_1
Htr1f,downdown,neuron_cluster_1
Cables1,downdown,neuron_cluster_1
Agtr1a,downdown,neuron_cluster_1
Bgn,downdown,neuron_cluster_1
Pdzrn4,downdown,neuron_cluster_1
Ntng1,downdown,neuron_cluster_1
Npsr1,downdown,neuron_cluster_1
Ctsh,downdown,neuron_cluster_1
Lcp2,downdown,neuron_cluster_1
Gm14064,downdown,neuron_cluster_1
4930509J09Rik,downdown,neuron_cluster_1
Elmo1,downdown,neuron_cluster_1
Arsb,downdown,neuron_cluster_1
Sorcs1,downdown,neuron_cluster_1
Ammecr1,downdown,neuron_cluster_1
Itm2a,downdown,neuron_cluster_1
Gm49678,downdown,neuron_cluster_1
Arhgap6,downdown,neuron_cluster_1
Arhgap31,downdown,neuron_cluster_1
Mecom,downdown,neuron_cluster_1
Nfasc,downdown,neuron_cluster_1
Gm20658,downdown,neuron_cluster_1
Ust,downdown,neuron_cluster_1
Greb1l,downdown,neuron_cluster_1
mt-Co3,updown,neuron_cluster_1
mt-Nd6,updown,neuron_cluster_1
Mbp,updown,neuron_cluster_1
Nnat,updown,neuron_cluster_1
Mobp,updown,neuron_cluster_1
Plp1,updown,neuron_cluster_1
Snhg11,downup,neuron_cluster_1
Gm35188,downup,neuron_cluster_1
Prkg1,downup,neuron_cluster_1
Ankfn1,downup,neuron_cluster_1
Arhgap29,downup,neuron_cluster_1
Pou6f2,downup,neuron_cluster_1
Gm38505,downup,neuron_cluster_1
Lsamp,downup,neuron_cluster_1
Ptprd,downup,neuron_cluster_1
