Gene,RRquadrant,Sample
Creb5,downdown,neuron_cluster_3
Sst,downdown,neuron_cluster_3
Folh1,downdown,neuron_cluster_3
Ypel2,downdown,neuron_cluster_3
Hs6st2,downdown,neuron_cluster_3
Itih3,downdown,neuron_cluster_3
Lrtm1,downdown,neuron_cluster_3
Col25a1,downdown,neuron_cluster_3
Piezo1,downdown,neuron_cluster_3
Zfhx3,downdown,neuron_cluster_3
Kcnt2,downdown,neuron_cluster_3
Plpp3,downdown,neuron_cluster_3
Loxhd1,downdown,neuron_cluster_3
Gm5535,downdown,neuron_cluster_3
Gm10790,downdown,neuron_cluster_3
Cacna2d1,downdown,neuron_cluster_3
1700042O10Rik,downdown,neuron_cluster_3
Gm31045,downdown,neuron_cluster_3
Rnf220,downdown,neuron_cluster_3
Tmem108,downdown,neuron_cluster_3
Ebf1,downdown,neuron_cluster_3
Plxdc2,downdown,neuron_cluster_3
Plce1,downdown,neuron_cluster_3
Mag,downdown,neuron_cluster_3
Hes5,downdown,neuron_cluster_3
Mog,downdown,neuron_cluster_3
Sox2ot,downdown,neuron_cluster_3
Slc6a20a,downdown,neuron_cluster_3
A430108G06Rik,downdown,neuron_cluster_3
Rreb1,downdown,neuron_cluster_3
Arpp21,downdown,neuron_cluster_3
Gm15261,downdown,neuron_cluster_3
Slc1a2,downdown,neuron_cluster_3
Ccdc153,downdown,neuron_cluster_3
Unc13c,downdown,neuron_cluster_3
Sept4,downdown,neuron_cluster_3
Lama2,downdown,neuron_cluster_3
Gm37459,downdown,neuron_cluster_3
Hist1h3e,downdown,neuron_cluster_3
Plekhg1,downdown,neuron_cluster_3
Tagln,downdown,neuron_cluster_3
4930547M16Rik,downdown,neuron_cluster_3
9630013A20Rik,downdown,neuron_cluster_3
Car4,downdown,neuron_cluster_3
Tmc7,downdown,neuron_cluster_3
Grb14,downdown,neuron_cluster_3
Myh11,downdown,neuron_cluster_3
Phkg1,downdown,neuron_cluster_3
Pbx3,downdown,neuron_cluster_3
Gm5678,downdown,neuron_cluster_3
Xylt1,downdown,neuron_cluster_3
Unc93b1,downdown,neuron_cluster_3
Gm32036,downdown,neuron_cluster_3
Kif13b,downdown,neuron_cluster_3
Adra1a,downdown,neuron_cluster_3
Ddo,downdown,neuron_cluster_3
Gm37885,downdown,neuron_cluster_3
Dnah12,downdown,neuron_cluster_3
AI849053,downdown,neuron_cluster_3
Tcerg1l,downdown,neuron_cluster_3
Pcsk2,downdown,neuron_cluster_3
Kcnq5,downdown,neuron_cluster_3
Adam12,downdown,neuron_cluster_3
Gpcpd1,downdown,neuron_cluster_3
Enpp2,downdown,neuron_cluster_3
Cnksr2,downdown,neuron_cluster_3
Tbxas1,downdown,neuron_cluster_3
Glra2,downdown,neuron_cluster_3
Rapgef5,downdown,neuron_cluster_3
Ubash3b,downdown,neuron_cluster_3
Esr1,downdown,neuron_cluster_3
Slc6a11,downdown,neuron_cluster_3
Car2,downdown,neuron_cluster_3
Gm21798,downdown,neuron_cluster_3
Sfxn5,downdown,neuron_cluster_3
Arhgap15,downdown,neuron_cluster_3
Hs3st4,downdown,neuron_cluster_3
Tmtc2,downdown,neuron_cluster_3
Zfp521,downdown,neuron_cluster_3
Ndst4,downdown,neuron_cluster_3
Pde10a,downdown,neuron_cluster_3
Edil3,downdown,neuron_cluster_3
Bcl2,downdown,neuron_cluster_3
Sap18b,downdown,neuron_cluster_3
Satb2,downdown,neuron_cluster_3
Rtkn2,downdown,neuron_cluster_3
Ephb1,downdown,neuron_cluster_3
Ugt8a,downdown,neuron_cluster_3
Sorbs2os,downdown,neuron_cluster_3
Eps8,downdown,neuron_cluster_3
Pou6f2,downdown,neuron_cluster_3
Gm15155,downdown,neuron_cluster_3
Sat1,downdown,neuron_cluster_3
Tns3,downdown,neuron_cluster_3
Atp13a4,downdown,neuron_cluster_3
Nfasc,downdown,neuron_cluster_3
Mapk4,downdown,neuron_cluster_3
Fnbp1,downdown,neuron_cluster_3
Cped1,downdown,neuron_cluster_3
Map7,downdown,neuron_cluster_3
Rfx4,downdown,neuron_cluster_3
Arhgap29,downdown,neuron_cluster_3
Pde7b,downdown,neuron_cluster_3
Klf2,downdown,neuron_cluster_3
Uty,downdown,neuron_cluster_3
Bcas1os2,downdown,neuron_cluster_3
Gab1,downdown,neuron_cluster_3
Dach1,downdown,neuron_cluster_3
Bace2,downdown,neuron_cluster_3
Wdr17,downdown,neuron_cluster_3
Spns3,downdown,neuron_cluster_3
Emid1,downdown,neuron_cluster_3
Sulf1,downdown,neuron_cluster_3
Lcp1,downdown,neuron_cluster_3
Tshz2,downdown,neuron_cluster_3
Omd,downdown,neuron_cluster_3
Thsd1,downdown,neuron_cluster_3
Apod,downdown,neuron_cluster_3
Fign,downdown,neuron_cluster_3
Gm48749,downdown,neuron_cluster_3
Dnajc5b,downdown,neuron_cluster_3
Igsf11,downdown,neuron_cluster_3
Mmd2,downdown,neuron_cluster_3
Mcc,downdown,neuron_cluster_3
Clstn2,downdown,neuron_cluster_3
Mal,downdown,neuron_cluster_3
Airn,downdown,neuron_cluster_3
Sox5os4,downdown,neuron_cluster_3
E130114P18Rik,downdown,neuron_cluster_3
1110019D14Rik,downdown,neuron_cluster_3
Cldn5,downdown,neuron_cluster_3
9130019P16Rik,downdown,neuron_cluster_3
Nckap5,downdown,neuron_cluster_3
Sorcs2,downdown,neuron_cluster_3
Khdrbs2,downdown,neuron_cluster_3
Igf1r,downdown,neuron_cluster_3
Adamts12,downdown,neuron_cluster_3
Atg4a,downdown,neuron_cluster_3
Rspo3,downdown,neuron_cluster_3
Abcc4,downdown,neuron_cluster_3
Plcxd3,downdown,neuron_cluster_3
Gm1992,downdown,neuron_cluster_3
Gm40663,downdown,neuron_cluster_3
Greb1l,downdown,neuron_cluster_3
Slco1c1,downdown,neuron_cluster_3
Gcnt2,downdown,neuron_cluster_3
Fgf13,downdown,neuron_cluster_3
Nhsl1,downdown,neuron_cluster_3
Galnt18,downdown,neuron_cluster_3
Slc44a5,downdown,neuron_cluster_3
Gm32828,downdown,neuron_cluster_3
Zfp536,downdown,neuron_cluster_3
Prkca,downdown,neuron_cluster_3
Lhfp,downdown,neuron_cluster_3
Mir670hg,downdown,neuron_cluster_3
Dpyd,downdown,neuron_cluster_3
Gulp1,downdown,neuron_cluster_3
Mob3b,downdown,neuron_cluster_3
Il33,downdown,neuron_cluster_3
mt-Co3,updown,neuron_cluster_3
1700012P22Rik,updown,neuron_cluster_3
Dnali1,updown,neuron_cluster_3
Bmf,updown,neuron_cluster_3
Gm10134,updown,neuron_cluster_3
4833408A19Rik,updown,neuron_cluster_3
Pkp1,updown,neuron_cluster_3
Cutal,updown,neuron_cluster_3
Gbp5,updown,neuron_cluster_3
Pik3cg,updown,neuron_cluster_3
Zfp781,updown,neuron_cluster_3
1500015L24Rik,updown,neuron_cluster_3
Upk3a,updown,neuron_cluster_3
Neurod1,updown,neuron_cluster_3
Gm12522,updown,neuron_cluster_3
Tg,updown,neuron_cluster_3
Robo4,updown,neuron_cluster_3
Wdr63,updown,neuron_cluster_3
5930435M05Rik,updown,neuron_cluster_3
Efcab11,updown,neuron_cluster_3
C730002L08Rik,updown,neuron_cluster_3
Gm29538,updown,neuron_cluster_3
Casp1,updown,neuron_cluster_3
Abca9,updown,neuron_cluster_3
Brinp3,updown,neuron_cluster_3
Slc1a3,updown,neuron_cluster_3
Pla1a,updown,neuron_cluster_3
Gm44866,updown,neuron_cluster_3
Gpr17,updown,neuron_cluster_3
Nme8,updown,neuron_cluster_3
Olfr287,updown,neuron_cluster_3
Slc4a4,updown,neuron_cluster_3
Notum,updown,neuron_cluster_3
Tlr7,updown,neuron_cluster_3
Zmat4,updown,neuron_cluster_3
Gm48370,updown,neuron_cluster_3
Gm12145,updown,neuron_cluster_3
Gm12326,updown,neuron_cluster_3
Gm47391,updown,neuron_cluster_3
Trim71,updown,neuron_cluster_3
Vgll3,updown,neuron_cluster_3
Gm15655,updown,neuron_cluster_3
Pde6b,updown,neuron_cluster_3
Nxpe2,updown,neuron_cluster_3
Wbscr25,updown,neuron_cluster_3
Rarb,updown,neuron_cluster_3
C230034O21Rik,updown,neuron_cluster_3
Gm6277,updown,neuron_cluster_3
mt-Nd6,updown,neuron_cluster_3
Meis2,updown,neuron_cluster_3
Armh1,updown,neuron_cluster_3
Ptch1,updown,neuron_cluster_3
Derl3,updown,neuron_cluster_3
Lhfpl3,updown,neuron_cluster_3
Myl9,updown,neuron_cluster_3
Vwc2l,updown,neuron_cluster_3
Gm14064,updown,neuron_cluster_3
Pltp,updown,neuron_cluster_3
Prkch,updown,neuron_cluster_3
Slc6a13,updown,neuron_cluster_3
Kcnip1,updown,neuron_cluster_3
Cd300c2,updown,neuron_cluster_3
Gm48479,updown,neuron_cluster_3
Plp1,updown,neuron_cluster_3
Stpg2,updown,neuron_cluster_3
Cdh5,updown,neuron_cluster_3
Ccnd3,updown,neuron_cluster_3
Eya2,updown,neuron_cluster_3
A330049N07Rik,updown,neuron_cluster_3
Asb2,updown,neuron_cluster_3
4930550C14Rik,updown,neuron_cluster_3
Prrg1,updown,neuron_cluster_3
St3gal6,updown,neuron_cluster_3
Nfia,updown,neuron_cluster_3
Ccl12,updown,neuron_cluster_3
Adcy2,updown,neuron_cluster_3
Fbxl7,updown,neuron_cluster_3
Rgs5,updown,neuron_cluster_3
Fa2h,updown,neuron_cluster_3
Ddr2,updown,neuron_cluster_3
Mitf,updown,neuron_cluster_3
Rxfp1,updown,neuron_cluster_3
Grap,updown,neuron_cluster_3
Pde3a,updown,neuron_cluster_3
Spata17,updown,neuron_cluster_3
Gm44097,updown,neuron_cluster_3
9430041J12Rik,updown,neuron_cluster_3
Ndp,updown,neuron_cluster_3
Elovl7,updown,neuron_cluster_3
Ptgds,updown,neuron_cluster_3
Kcnk2,updown,neuron_cluster_3
Cdh18,updown,neuron_cluster_3
Il15,updown,neuron_cluster_3
Kif4,updown,neuron_cluster_3
Dnase1l3,updown,neuron_cluster_3
Pfkfb1,updown,neuron_cluster_3
Aoah,updown,neuron_cluster_3
Gm48084,updown,neuron_cluster_3
A330084C13Rik,updown,neuron_cluster_3
Gm34408,updown,neuron_cluster_3
Runx1,updown,neuron_cluster_3
Gm26510,updown,neuron_cluster_3
Arhgap45,updown,neuron_cluster_3
Fzd6,updown,neuron_cluster_3
Sema3g,updown,neuron_cluster_3
Clspn,updown,neuron_cluster_3
Gm43824,updown,neuron_cluster_3
Smoc2,updown,neuron_cluster_3
Icam1,updown,neuron_cluster_3
Hic1,updown,neuron_cluster_3
B230206H07Rik,updown,neuron_cluster_3
Ptpn6,updown,neuron_cluster_3
Gm20757,updown,neuron_cluster_3
Gm29374,updown,neuron_cluster_3
Alox5,updown,neuron_cluster_3
Fbln1,updown,neuron_cluster_3
A230083N12Rik,updown,neuron_cluster_3
Ulbp1,updown,neuron_cluster_3
Mis18a,updown,neuron_cluster_3
Emcn,updown,neuron_cluster_3
Rgs20,updown,neuron_cluster_3
Gm49171,updown,neuron_cluster_3
Calcr,updown,neuron_cluster_3
Gm13905,updown,neuron_cluster_3
Gjc3,updown,neuron_cluster_3
Aqp4,updown,neuron_cluster_3
Mctp1,updown,neuron_cluster_3
Cntnap5b,updown,neuron_cluster_3
Tgfbr1,updown,neuron_cluster_3
Csf1r,updown,neuron_cluster_3
Uaca,updown,neuron_cluster_3
Enpp1,updown,neuron_cluster_3
Dnah8,updown,neuron_cluster_3
Sytl2,updown,neuron_cluster_3
Ptprb,updown,neuron_cluster_3
Gpc5,updown,neuron_cluster_3
Gm6994,updown,neuron_cluster_3
Pdgfd,updown,neuron_cluster_3
Trf,updown,neuron_cluster_3
Aspa,updown,neuron_cluster_3
Ube2cbp,updown,neuron_cluster_3
Kcna1,updown,neuron_cluster_3
1810059C17Rik,updown,neuron_cluster_3
Arhgap25,updown,neuron_cluster_3
Abcc9,updown,neuron_cluster_3
Il10ra,updown,neuron_cluster_3
Nnmt,updown,neuron_cluster_3
Uba7,updown,neuron_cluster_3
Trim12c,updown,neuron_cluster_3
Dennd2c,updown,neuron_cluster_3
P2rx3,updown,neuron_cluster_3
Gcnt4,updown,neuron_cluster_3
Edn1,updown,neuron_cluster_3
Gm42670,updown,neuron_cluster_3
Adrb2,updown,neuron_cluster_3
Tmprss6,updown,neuron_cluster_3
S100a4,updown,neuron_cluster_3
Ttc21a,updown,neuron_cluster_3
Fam216b,updown,neuron_cluster_3
Lpo,updown,neuron_cluster_3
A2m,updown,neuron_cluster_3
Fancd2,updown,neuron_cluster_3
Rab3d,updown,neuron_cluster_3
Dipk2b,updown,neuron_cluster_3
Rem1,updown,neuron_cluster_3
Gbp4,updown,neuron_cluster_3
Dapl1,updown,neuron_cluster_3
Nid1,updown,neuron_cluster_3
Kif20b,updown,neuron_cluster_3
Gm45600,updown,neuron_cluster_3
Btg4,updown,neuron_cluster_3
Spint1,updown,neuron_cluster_3
Gjb2,updown,neuron_cluster_3
Psma8,updown,neuron_cluster_3
Zfp488,updown,neuron_cluster_3
Nfatc4,updown,neuron_cluster_3
Gemin4,updown,neuron_cluster_3
Mrc1,updown,neuron_cluster_3
Bcl6b,updown,neuron_cluster_3
Gm45408,updown,neuron_cluster_3
Crispld2,updown,neuron_cluster_3
Gm16838,updown,neuron_cluster_3
Gcnt1,updown,neuron_cluster_3
Igtp,updown,neuron_cluster_3
Haao,updown,neuron_cluster_3
Gm42658,updown,neuron_cluster_3
Neurl3,updown,neuron_cluster_3
Olfr482,updown,neuron_cluster_3
Gm50035,updown,neuron_cluster_3
4833438C02Rik,updown,neuron_cluster_3
Acbd7,updown,neuron_cluster_3
Tspan11,updown,neuron_cluster_3
Egflam,updown,neuron_cluster_3
Gm26747,updown,neuron_cluster_3
Tdo2,updown,neuron_cluster_3
Slc25a54,updown,neuron_cluster_3
Gna15,updown,neuron_cluster_3
C230024C17Rik,updown,neuron_cluster_3
Enpep,updown,neuron_cluster_3
BC035044,updown,neuron_cluster_3
Cd37,updown,neuron_cluster_3
Ikzf1,updown,neuron_cluster_3
Tbx1,updown,neuron_cluster_3
9130017K11Rik,updown,neuron_cluster_3
Gm816,updown,neuron_cluster_3
Gm3716,updown,neuron_cluster_3
Rasal3,updown,neuron_cluster_3
Carmn,updown,neuron_cluster_3
Gm14412,updown,neuron_cluster_3
Dyrk4,updown,neuron_cluster_3
Trarg1,updown,neuron_cluster_3
Zfp957,updown,neuron_cluster_3
Bmp4,updown,neuron_cluster_3
A630001G21Rik,updown,neuron_cluster_3
Atad3aos,updown,neuron_cluster_3
Inhbb,updown,neuron_cluster_3
Armc3,updown,neuron_cluster_3
Siah1b,updown,neuron_cluster_3
Gm26740,updown,neuron_cluster_3
Des,updown,neuron_cluster_3
5830408C22Rik,updown,neuron_cluster_3
Nxnl2,updown,neuron_cluster_3
Pdk4,updown,neuron_cluster_3
Zfp69,updown,neuron_cluster_3
Bmx,updown,neuron_cluster_3
Sardhos,updown,neuron_cluster_3
Fgd2,updown,neuron_cluster_3
9630028B13Rik,updown,neuron_cluster_3
Ptprc,updown,neuron_cluster_3
Itgam,updown,neuron_cluster_3
Gm20528,updown,neuron_cluster_3
Gm50323,updown,neuron_cluster_3
Gm48607,updown,neuron_cluster_3
Gm11423,updown,neuron_cluster_3
Cd200r1,updown,neuron_cluster_3
Zfp853,updown,neuron_cluster_3
Cd86,updown,neuron_cluster_3
Rab37,updown,neuron_cluster_3
Daam2,updown,neuron_cluster_3
Gfap,updown,neuron_cluster_3
Gm3764,updown,neuron_cluster_3
Cnksr3,updown,neuron_cluster_3
Abi3,updown,neuron_cluster_3
Slc8a1,updown,neuron_cluster_3
Arhgef26,updown,neuron_cluster_3
Gm11844,updown,neuron_cluster_3
Pde8a,updown,neuron_cluster_3
Ctsh,updown,neuron_cluster_3
Itga1,updown,neuron_cluster_3
Slc14a2,updown,neuron_cluster_3
Luzp2,updown,neuron_cluster_3
Sox10,updown,neuron_cluster_3
Bmp6,updown,neuron_cluster_3
G530011O06Rik,updown,neuron_cluster_3
Tcf7l2,updown,neuron_cluster_3
0610040J01Rik,updown,neuron_cluster_3
Grik1,updown,neuron_cluster_3
Acer2,updown,neuron_cluster_3
Ndufa4l2,updown,neuron_cluster_3
Col8a1,updown,neuron_cluster_3
Gm6145,updown,neuron_cluster_3
Ctss,updown,neuron_cluster_3
Mbp,updown,neuron_cluster_3
Zeb2,updown,neuron_cluster_3
Tgfbr2,updown,neuron_cluster_3
Entpd1,updown,neuron_cluster_3
Hcn1,updown,neuron_cluster_3
Gm20754,updown,neuron_cluster_3
Spock3,updown,neuron_cluster_3
F11r,updown,neuron_cluster_3
Pld1,updown,neuron_cluster_3
Cpne4,updown,neuron_cluster_3
Slc7a10,updown,neuron_cluster_3
Parp14,updown,neuron_cluster_3
Tafa1,updown,neuron_cluster_3
Tspan2,updown,neuron_cluster_3
Ccdc141,updown,neuron_cluster_3
Col23a1,updown,neuron_cluster_3
Cxcl12,updown,neuron_cluster_3
Pdzrn3,updown,neuron_cluster_3
Kank1,updown,neuron_cluster_3
4930567K20Rik,updown,neuron_cluster_3
Itgb5,updown,neuron_cluster_3
Gnrh1,updown,neuron_cluster_3
Cfh,updown,neuron_cluster_3
Glis3,updown,neuron_cluster_3
Wipf1,updown,neuron_cluster_3
Grm8,updown,neuron_cluster_3
Megf11,updown,neuron_cluster_3
2900045O20Rik,updown,neuron_cluster_3
Ninj2,updown,neuron_cluster_3
Celf2,updown,neuron_cluster_3
Rasgrp3,updown,neuron_cluster_3
Lef1,updown,neuron_cluster_3
Rfx8,updown,neuron_cluster_3
Il1rl2,updown,neuron_cluster_3
Aox3,updown,neuron_cluster_3
Ctla4,updown,neuron_cluster_3
Snorc,updown,neuron_cluster_3
Sctr,updown,neuron_cluster_3
Gm28800,updown,neuron_cluster_3
Gm20471,updown,neuron_cluster_3
F5,updown,neuron_cluster_3
Nuf2,updown,neuron_cluster_3
Cd84,updown,neuron_cluster_3
Slamf6,updown,neuron_cluster_3
2210411M09Rik,updown,neuron_cluster_3
Gm32200,updown,neuron_cluster_3
Gm13404,updown,neuron_cluster_3
Traf1,updown,neuron_cluster_3
Pla2r1,updown,neuron_cluster_3
Plcb2,updown,neuron_cluster_3
Foxs1,updown,neuron_cluster_3
Procr,updown,neuron_cluster_3
Fam83d,updown,neuron_cluster_3
Sgk2,updown,neuron_cluster_3
Sox18,updown,neuron_cluster_3
Gm30667,updown,neuron_cluster_3
Gm36569,updown,neuron_cluster_3
Fcrls,updown,neuron_cluster_3
Tbx15,updown,neuron_cluster_3
Gm43242,updown,neuron_cluster_3
Gm40117,updown,neuron_cluster_3
I830077J02Rik,updown,neuron_cluster_3
Ccdc180,updown,neuron_cluster_3
Aknaos,updown,neuron_cluster_3
8030451A03Rik,updown,neuron_cluster_3
Gm12695,updown,neuron_cluster_3
Trabd2b,updown,neuron_cluster_3
Col8a2,updown,neuron_cluster_3
Tinagl1,updown,neuron_cluster_3
Gm26716,updown,neuron_cluster_3
Crybg2,updown,neuron_cluster_3
1700021N21Rik,updown,neuron_cluster_3
Tcea3,updown,neuron_cluster_3
Tmem51os1,updown,neuron_cluster_3
Gm17590,updown,neuron_cluster_3
4632411P08Rik,updown,neuron_cluster_3
Cenpa,updown,neuron_cluster_3
Htra3,updown,neuron_cluster_3
Sh3tc1,updown,neuron_cluster_3
Msx1,updown,neuron_cluster_3
Tecrl,updown,neuron_cluster_3
Gbp9,updown,neuron_cluster_3
Cmklr1,updown,neuron_cluster_3
Tbx3os1,updown,neuron_cluster_3
Tbx3,updown,neuron_cluster_3
Gper1,updown,neuron_cluster_3
Gm42557,updown,neuron_cluster_3
Slc13a1,updown,neuron_cluster_3
Slc13a4,updown,neuron_cluster_3
Gm42962,updown,neuron_cluster_3
Gimap8,updown,neuron_cluster_3
Gm16499.1,updown,neuron_cluster_3
Gm20383,updown,neuron_cluster_3
Mcm2,updown,neuron_cluster_3
Pde6h,updown,neuron_cluster_3
Sspnos,updown,neuron_cluster_3
Ccdc8,updown,neuron_cluster_3
Kcnn4,updown,neuron_cluster_3
Gm9844,updown,neuron_cluster_3
Gmfg,updown,neuron_cluster_3
Gm44662,updown,neuron_cluster_3
Gm17102,updown,neuron_cluster_3
Cd33,updown,neuron_cluster_3
Klk8,updown,neuron_cluster_3
Klk6,updown,neuron_cluster_3
Gm45669,updown,neuron_cluster_3
Gm30075,updown,neuron_cluster_3
Gm34280,updown,neuron_cluster_3
P2ry6,updown,neuron_cluster_3
Trim5,updown,neuron_cluster_3
Trim30d,updown,neuron_cluster_3
1700120G07Rik,updown,neuron_cluster_3
Gm36356,updown,neuron_cluster_3
Adam5,updown,neuron_cluster_3
Ednra,updown,neuron_cluster_3
Gm10643,updown,neuron_cluster_3
C330011M18Rik,updown,neuron_cluster_3
Gm10637,updown,neuron_cluster_3
Crnde,updown,neuron_cluster_3
Irx5,updown,neuron_cluster_3
Adgrg3,updown,neuron_cluster_3
Chtf8,updown,neuron_cluster_3
Fendrr,updown,neuron_cluster_3
Cdt1,updown,neuron_cluster_3
Gm27164,updown,neuron_cluster_3
Vsig2,updown,neuron_cluster_3
Skor1,updown,neuron_cluster_3
Rasl12,updown,neuron_cluster_3
Bcl2a1b,updown,neuron_cluster_3
Gm31409,updown,neuron_cluster_3
Gm42756,updown,neuron_cluster_3
Gm10030,updown,neuron_cluster_3
Calhm6,updown,neuron_cluster_3
Frk,updown,neuron_cluster_3
Prdm1,updown,neuron_cluster_3
Gm16268,updown,neuron_cluster_3
Gm31592,updown,neuron_cluster_3
Gm32688,updown,neuron_cluster_3
Gm47719,updown,neuron_cluster_3
Irak3,updown,neuron_cluster_3
Avpr1a,updown,neuron_cluster_3
Avil,updown,neuron_cluster_3
Gpr182,updown,neuron_cluster_3
Il23a,updown,neuron_cluster_3
Gm12082,updown,neuron_cluster_3
4930469K13Rik,updown,neuron_cluster_3
Lcp2,updown,neuron_cluster_3
Havcr2,updown,neuron_cluster_3
Irgm2,updown,neuron_cluster_3
Tnfrsf13b,updown,neuron_cluster_3
B9d1os,updown,neuron_cluster_3
Usp43,updown,neuron_cluster_3
Acap1,updown,neuron_cluster_3
Trpv3,updown,neuron_cluster_3
Scarf1,updown,neuron_cluster_3
Slfn2,updown,neuron_cluster_3
Slfn3,updown,neuron_cluster_3
Gngt2,updown,neuron_cluster_3
Ttll6,updown,neuron_cluster_3
Erbb2,updown,neuron_cluster_3
Gm11639,updown,neuron_cluster_3
Prr29,updown,neuron_cluster_3
Cd300a,updown,neuron_cluster_3
6030468B19Rik,updown,neuron_cluster_3
Rsad2,updown,neuron_cluster_3
Gm47431,updown,neuron_cluster_3
Edaradd,updown,neuron_cluster_3
Gm11290,updown,neuron_cluster_3
Foxf2,updown,neuron_cluster_3
4930447K03Rik,updown,neuron_cluster_3
Susd3,updown,neuron_cluster_3
4930455J16Rik,updown,neuron_cluster_3
Hsd17b3,updown,neuron_cluster_3
Slc35d2,updown,neuron_cluster_3
Zfp366,updown,neuron_cluster_3
Naip2,updown,neuron_cluster_3
Gm48371,updown,neuron_cluster_3
Gm47782,updown,neuron_cluster_3
Olfr1511,updown,neuron_cluster_3
Olfr1510,updown,neuron_cluster_3
Olfr1508,updown,neuron_cluster_3
Gm4491,updown,neuron_cluster_3
Gm27010,updown,neuron_cluster_3
Sox7,updown,neuron_cluster_3
Gm19301,updown,neuron_cluster_3
4930452G13Rik,updown,neuron_cluster_3
Gm34589,updown,neuron_cluster_3
Dct,updown,neuron_cluster_3
Gm4675,updown,neuron_cluster_3
Gm31458,updown,neuron_cluster_3
Mafa,updown,neuron_cluster_3
Gsdmd,updown,neuron_cluster_3
Csf2rb,updown,neuron_cluster_3
Gm36738,updown,neuron_cluster_3
Fam83f,updown,neuron_cluster_3
1700001L05Rik,updown,neuron_cluster_3
Arhgap8,updown,neuron_cluster_3
Prph,updown,neuron_cluster_3
Fam186a,updown,neuron_cluster_3
Smagp,updown,neuron_cluster_3
Smim22,updown,neuron_cluster_3
Klhl6,updown,neuron_cluster_3
Nrros,updown,neuron_cluster_3
Gm15966,updown,neuron_cluster_3
Ccr6,updown,neuron_cluster_3
Ager,updown,neuron_cluster_3
Olfr111,updown,neuron_cluster_3
1700071M16Rik,updown,neuron_cluster_3
Unc5cl,updown,neuron_cluster_3
C230072F16Rik,updown,neuron_cluster_3
Tmem173,updown,neuron_cluster_3
Arap3,updown,neuron_cluster_3
Zfp474,updown,neuron_cluster_3
Smim3,updown,neuron_cluster_3
Gm6133,updown,neuron_cluster_3
Acy3,updown,neuron_cluster_3
Frmd8os,updown,neuron_cluster_3
Slc25a45,updown,neuron_cluster_3
Slc22a6,updown,neuron_cluster_3
Ms4a6b,updown,neuron_cluster_3
Ms4a6d,updown,neuron_cluster_3
1700028P14Rik,updown,neuron_cluster_3
Dock8,updown,neuron_cluster_3
Hhex,updown,neuron_cluster_3
Sash3,updown,neuron_cluster_3
Map7d3,updown,neuron_cluster_3
Cysltr1,updown,neuron_cluster_3
Gm5127,updown,neuron_cluster_3
Lpar4,updown,neuron_cluster_3
Ace2,updown,neuron_cluster_3
Pmch,downup,neuron_cluster_3
Snhg11,downup,neuron_cluster_3
Gm29683,downup,neuron_cluster_3
Gabrb1,downup,neuron_cluster_3
Gm32509,downup,neuron_cluster_3
Meg3,downup,neuron_cluster_3
Ptprt,downup,neuron_cluster_3
Arhgap6,downup,neuron_cluster_3
Ctnna2,downup,neuron_cluster_3
Lrp1b,downup,neuron_cluster_3
Sgms1,downup,neuron_cluster_3
Pomc,downup,neuron_cluster_3
Dock4,downup,neuron_cluster_3
