p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
1.5727660075770882e-6,0.618987828671792,0.257,0.176,0.03423597045293806,5,Grik3,0.9038629089127873
1.7228779952880428e-6,0.6064356573510867,0.211,0.136,0.037503608201430116,5,Angpt2,0.9408670860373477
1.7314895511389652e-6,0.873363247837291,0.179,0.112,0.03769106454919299,5,Ghr,1.3958216193113846
1.7487984207016818e-6,0.8541321574170877,0.109,0.058,0.03806784402183421,5,Lypd6,1.605179399283837
1.8463769997751301e-6,-0.4716831280906041,0.424,0.514,0.040191934531105034,5,Rps10,-0.3890926971019769
1.9007919728654824e-6,-0.4773295940272531,0.395,0.496,0.04137643966533582,5,Mt3,-0.38013143072734873
1.9444400053944024e-6,-0.43154590896079376,0.607,0.656,0.04232657003742535,5,Slc25a4,-0.3993115346634174
2.0786897244639806e-6,0.16829518464308024,0.82,0.705,0.04524891792213193,5,Asic2,0.19574759064868905
2.0833880673510836e-6,0.8179119695043342,0.157,0.094,0.04535119145009839,5,Gm10848,1.366087012895537
2.1622228763062395e-6,0.9965344805798617,0.1,0.052,0.04706726757143422,5,L3mbtl1,1.9164124626535806
2.167690227658624e-6,0.546832311759659,0.273,0.187,0.04718628087567293,5,Nrp2,0.7983166904298765
2.16925776465117e-6,0.7808562752430461,0.148,0.087,0.047220403020926664,5,Atp11c,1.3283532038617338
2.1788119749874916e-6,-1.0240685794488105,0.081,0.157,0.047428379071527714,5,Sema6a,-0.5283411142379213
2.1876964146246785e-6,-0.4592512047526269,0.401,0.494,0.04762177555355,5,Pcp4,-0.37279298199555344
2.2577690399117664e-6,-0.6313759048690792,0.244,0.338,0.049147116460799334,5,Pcsk2,-0.4557861561776784
2.3183428378158013e-6,-0.321497152919056,0.633,0.703,0.05046568689357436,5,Pcsk1n,-0.2894846341362197
2.3389063112236204e-6,-0.3997864472513024,0.501,0.584,0.05091331258271577,5,Rpl27a,-0.3429674830015454
